comment_text,label
"Last year 16 tds, 4 int, 2,241 yards, 90.7 qb rating.  I'd take him over what we have now in a heartbeat.  Too bad Elway and the rest of the owners are right-wing dingbats who cater to dumb rednecks and white racists.",1
She probably was the only black female applicant at that time...,1
When everything is in favour of whites then how can trust those leaks too?,1
"""But, but they only do it to black people!!""",1
"And join the mob?
Give me a break",0
"You're right, that is exactly the problem which exists now - 

good citizens who are already lawfully & safely armed pretty much anywhere else they go in their daily lives are being prohibited from simple common-sense safety measures (being allowed to protect themselves effectively) while on campus, 

and the campus takes no steps to actually protect them (fenced grounds with armed guards, metal detectors at each building entrance... which is what would be needed to provide a similar level of protection to what exists when there are good citizens who stand ready to stop violent criminals). 

Also, allowing students & staff to protect themselves is free.",0
"PRESIDENT OBAMA:  This is the first opportunity that I’ve had to meet face to face with President Erdogan since the terrible attempted coup that took place in July.  By taking to the streets to resist the coup attempt, the Turkish people once again affirmed their commitment to democracy, and the strength and resilience of the democratic institutions inside of Turkey.

 

I indicated at the time the unequivocal condemnation of these actions, and spoke personally to President Erdogan to offer any support that we might be able to provide in both ending the attempted coup, but also in investigating and bringing the perpetrators of these illegal actions to justice.  And I’ve assured him that our Justice Department and my national security team will continue to cooperate with Turkish authorities to determine how we can make sure that those who carried out these activities are brought to justice, and reaffirm our strong support for the Turkish people and Turkish institutions.

oops..",0
His accusers are Digman and Monument.  Someone is trying to bury this guy!,0
"When the Liberal government falls on a confidence motion it will be the constitutional duty of the lieutenant governor to ask Horgan to form  a government in alliance with the 
Greens.",0
"""Academic freedom is the belief that the freedom of inquiry by faculty members is essential to the mission of the academy as well as the principles of academia, and that scholars should have freedom to teach or communicate ideas or facts (including those that are inconvenient to external political groups or to authorities) without being targeted for repression, job loss, or imprisonment.""

If you're truly an academic, and I HIGHLY doubt you are, you should re-read the above and refresh yourself about what academic freedom actually is.  ""Wrong"" is a subjective term, subject to all sorts of personal bias and interpretations and can be influenced by social stigma, public PR pressure, etc.  There's no way any reasonable definition of academic freedom would allow you to be let go if you make a factual error or express an unpopular opinion.",0
"It is not clear what the EXAMINER considers an appropriate form of protest. 

Eastern Europeans like Emily seem to feel entitled to make a lot of rules for black people about what they can and cannot do in Amerikkka. Emily, we were here long before you and we do not accept your rules. We'll decide what is appropriate. Not you.",1
"Some of the black men that have been killed by police haven't been on anything close to a ""rampage"".

Also many Asians are culturally conditioned to respect and obey authority even when they disagree with it.",1
"Do they make rolling papers that big ? Also, do black ""dudes"" smoke better than white ""dudes"" ?",1
"Yeah? Then please do cite it. I agree, we are a liberal democracy, which any credible expert will confirm to you is just another way of saying ""a constitutional republic.""",0
"Mr. Dalton, I'm really trying to connect the dots here but may have failed. Please elaborate on how the blackface incident relates to why black people have never had equal protection under the law.
My guess is that the latent prejudices harbored by (some if not many or all) white people makes them blind to the insensitivity of donning blackface and blind to the inequality of protection under the law for black people. Am I on the right track here? Is that your train of thought?",1
"lets blame Winston Churchill ... I'm sure some cranky old white guy
has caused all of this",1
"He's also a white collar criminal, which should help even more with Trump.",1
More white man shame.   We truly are God's damned creatures aren't we .,1
"O.J. is not just any black man. He is wealthy and famous. These things buy justice, regardless of color.",1
"Well the Democrats were certainly the party that dominated the South up unto the mid-60's. and that's a region with deep racist roots that is now a Republican stronghold.

But if you're camparing the mistakes of social care in creating dependencies and contributing to the slow destruction of the family in both urban slums and rural decay....   to slavery (the buying, selling, rape and murder of black person's), then you really need to read about the realities of the slave trade in America instead of cheap propaganda.",1
"Not necessarily always true. The Texans and Seahawks also have very poor lines, yet with mobile qbs like Watson and Wilson they can still find ways to produce. This isn't to dismiss the oline problem as it is real, but the Broncos have talent deficiencies across the board on offense including tight end",0
"Brian White, you know as well as anybody that Independent Expenditure Committees frequently violate the law, including coordinating with candidates.
Also, repeating smears from long-past campaigns doesn't do much for your own credibility.
Contrary to the supporters of your favored candidates, I haven't broken any campaign laws.",0
"Black communities do not believe they are entitled to reparations. 
A dumb generalization is the crux of your argument.

You are literally gaslighting rhe majority of the black parents you are talking about.",1
"A photo of a bunch of entitled (republicans) white men who will do anything to keep white supremacy,  white privilege.   Thanks Becky Lemler for clarifying why the 55% white women who voted for  trump believe grabbing a woman by the pussy is petty not sexual assault.   So when you say I want to shake his hand is really code for ""I want trump to grab my pussy"" I get it. 
Anyone who supports a racist, sexist sexual predator is disgusting.",1
"Well there's a first, second, and third round pick so the 'value' on a really major part of the deal won't be clear for another 3-5 years. I think Sam Girard is the centerpiece of the three skaters. He's only 5'10 and 160# at 19 but in five games has looked like he belongs in the NHL on a very good Nashville blue line. After 9 games played, he burns 1/3 years on his entry level contract, and at 40 games on the roster (playing or not) he burns a year for UFA eligibility. The sticking point is he can't get sent to the AHL and if he's sent down to his juniors team he has to stay there until their season is over (March or later). So the Avs have four games to decide if he should get regular minutes in the NHL or if he should be in Canadian Juniors until spring.

I don't know much about the two forwards and the Hamburgalar is a decent goalie. He went on a crazy 20 win run to get Ottawa into the playoffs. I'm sure him or Bernier will be moved this season for more assets. Maybe a second?",0
"Michael, there is so much in this column on which to reflect.  Thank you for sharing so much from your life in such a sensitive way.  I am always touched to hear about your deep and abiding love with Vickie.  Blessings and prayers.",0
"I find it all very amusing how in the 90's all the SJW's were up in arms if my christian cross that I wore around my neck was visible. There were laws enacted that government workers couldn't wear a visible cross while working at their jobs, and my religion was always maligned. Now the very same SJW's say that the muslims have all the rights to the world to their religion and their customs, etc. I guess the only intolerance still allowed in this country is toward Christians and white men.",1
"How about we don't remain silent about articles like this?

The modern white-loathing complex simply can't sustain a reversal of the races in a given anecdote. If a white American plunks himself down in an Asian country, opens milk, tries to return it, and can't speak a lick of the language, you could probably write an article about the colonial hubris of it. There would never, ever be a critique of the frustrated Chinese man behind him, even if he rolled his eyes at the behaviour of ""white people"" or ""Americans.""

The goal is to ""fix history"" by applying double standards to white people. But without any criteria for knowing it's ""fixed,"" and with every white person who tries to fix it being part of the ""problem of whiteness"" themselves, it's an unstoppable self-reinforcing snowball. Pretty soon old white male journalists like this guy can only keep their jobs by writing articles like this once a week.",1
Do us a favor. Go back to 1950 and stay there. Yes they have therapist for anything and everything and sometimes people in life need help so to shame them makes you look like the trash.,0
"More Recycled Glass Ideas

https://www.pinterest.com/search/pins/?q=recycled%20glass%20ideas&rs=typed&term_meta[]=recycled%7Ctyped&term_meta[]=glass%7Ctyped&term_meta[]=ideas%7Ctyped",0
"Those evil filthy rich people will do anything to lower their tax bill. /<sarcasm off>

Where did all that frothing about the mouth hate for overpaid CEO's go all of the sudden?",0
Very true! And yet so many also around us! Just have to go to Whole foods to see those poor old white men fools being led by the nose by younger oriental women! Another type of perverion! Geez! Just because those are hetero relationships we can't let them pass unremarked!,1
"Ya, I am sure the state run media is really honest and always tells the truth.
Corrupt dictatorships always spout evil vile propaganda. 
The Chinese people lap it up.",1
"It is called taking personal responsibility for your health. Learn how to eat better, exercise, reduce your stress. Women are not shoving poison down their throats, although you wish this was true. Why are men never responsible for theirs actions? It is called the male privilege card which gets activated in utero. They get ""chosen"" to be born (where do they experience abortive sex selection?) & from there on they can  do wrong...""boys will be boys"", ""she shouldn't have worn that she was asking for it""...yada yada. The new version is yours: men are discriminated against, boo hoo, after having privilege for centuries, some men can't hack it when they have compete on a somewhat leveled playing field. Darwin",0
Maybe America should issue a travel ban on white men given their proclivity for mass shootings?,1
"One mustn't  forget the ""anything but Harper"" campaign funded as ""public union negation fees""
Yes it was this paper that exposed the misappropriation of  the public purse but decided to release the story one day after the election !!!",0
Wonder how many of these 'faith leaders' were pro-trump?,0
"If your great grandparents were black, I am sure things would have been a lot harder. For them and you.

If you haven't experienced discrimination, perhaps it is easy to minimize that issue?",1
"Oh, we're back on the Russia thing again?  What happened to Trump being a white supremacist, having a Jewish son-in-law, a convert daughter, and Jewish grandchildren?  Oh, and a black friend named Dr. Ben Carson.",1
"North-south circumnavigation is impossible because you have tried and failed? Or impossible because that's the way it'd have to be if the earth were flat?

I guess the point you missed in the original response was that people have traversed Antarctica on land in all directions of Antarctica.",0
"Baltimore was indeed an example of BLM. BLM is a racist organization filled with violent people. They use every black death by cops as a poster child for their violence hate and rhetoric. 

The shooting in Tulsa (as far as I can tell so far) was a stupid decision made by a cop, exacerbated by stupid decisions made by the victim.",1
"All true and well expressed.  You might also mention that Trump, just a week ago, argued he would cut any regulations that would force new construction to protect against climate change ravages.  I mean federal construction project.  Houston was hurt by way out of date, inadequate infrastructure that could have helped save property and lives.",0
"Not sure, JFP, but I suspect that tawdry Mr.T will also relish similar photos when picking his next few wives.",0
"Art- it seemed to me that a number of State attorneys, particularly in the personnel section, based their legal judgements on whatever would cause them the least amount of work.  It also seemed to me that over the years DOL held a veto over policy- even with commissioners. Walker did the right thing not asking permission.",0
"Trump must be cacking his pants right now at the thought of his buddies rolling on him.  Cack away, Donnie!",0
"Just the White Supremacists emboldened by their leader to resurrect the 1930s pogroms of the New Hitler/Der Fuehrer  Trump and his National Security Advisor Herr Bannon.  Start with a small non-christian minority to appease the Fundamentalist Racist Christians following Judaeo-Christian ethics, expand to Islamics and all immigrants while imposing martial law in all Black urban areas.  The 4th Reich in full flower.",1
"kinda agree there...don't see how that justifies the uber wealthy, gold bathroom fixtures trump to be any more just.  he despises soooo many groups of americans.",0
"Sounds to me the provisions in this clause are effectively useless to protect native land rights. In effect: ""It's ok for the ""Indians"" to carry on doing what you have been doing, for generations,  BUT if and when  corporate interests  want to take over; will"". 
Trying to make sense of the wrangling at the  provincial and federal bureaucrats left me tired just reading about it let alone going up against this machinery. 
RAH RAH RAH Canada Day!  Lie to yourself what a great nation. 
You done it again and screwed over the aboriginals.  
I'll take a pass on the self-congratulatory collective back slapping.",1
"If they don't like it at the Chinese embassy, they can pack their bags and go home.",1
"you don't get to say ""white boy"" and go unchallenged. 

You don't recognize the flaming psycho racist misandrist staring you in the mirror. your hypocrisy exemplifies todays democrats. Franklin Roosevelt is spinning in his coffin.

that was my comment that was deleted along with every comment calling Wyatt Earth out on his/her racism. 

classic. 
Heil Hilary",1
And yet you keep coming back Boyd. That says more! Your comments are as useless as a white crayon.,1
"""I agree with the ACLU defending the rights of the Charlottesville White Supremacists to protest in the manner they have. It is their mission to protect ""free speech"" as currenty defined by the law.""

Thank you for admitting that Democrats like you and their beloved ACLU support KKK and neo-Nazi hate, racism and violence inducing and provoking speeches!",1
"Media while rightly criticizing the white nationalist violence, of course, failed to mention the violence from Antifa, Black Lives Matter and other far left groups who were there. Because the neo-nazis are wrong doesn’t make the violent leftists right. They’re both violent and wrong. But to mainstream media, the Antifa were ‘anti-racists’ or ‘counter-protesters,’ as opposed to violent communists there to bash the Neo-nazis and fight the police.",1
"In this article, it states: ""[Governor] Ige on Tuesday released the plan — dubbed the “21st Century Kalihi Transformation Initiative” — which has no funding attached for implementation."" I understand that a plan is just that, a direction of where things need to go. I would hope that the City and State take the next step to see to it that some of the plan is implemented. An example I would like to put out there to see if it would gain traction is what the City of London did with it's Canary Wharf area. It was an industrial wasteland by the early 80's. With private investment and a private corporation taking on the task (albeit the first internation of the corporation found itself bankrupt) eventually Canary Wharf became one of the leading places in London for business. It still sees investment today and has long term positive prospects for that area of London. 

Honolulu could and should do even better with these ideas put out there for Kalihi.",0
I think they should build a stable for unicorns and a pub for leprechauns. Tourists would flock to see 'em!,0
"Muhammad Ali was a polarizing athlete that provoked an intense negative reaction several times. 1st was his conversion to Islam, then his name change (Cassius Clay was his ""slave name""), and then his refusal to submit to the military draft. And for those too young to know, the white establishment went berserk. Ali paid a huge price, merely for exercising his rights.

Blacks in the limelight due to celebrity, that choose to shine light on causes that matter to them are not ""martyrs."" They are people that have unique opportunity to apply their celebrity status to a greater purpose, other than self centered gratification. Kap deserves respect for turning attention to police mistreatment of black people. Bigotry and racism are still with us today.",1
"""The savings go to offset the cost of uninsured patients, he said. In 2016, OMC’s uncompensated care costs were $4 million, Lewis said."" Really? Our uninsured population would be covered by the tax emption status of most hospitals non-profit exemptions  that are required to meet the value of their tax free exemption in indigent care. Audits show the vast majority fall way short.",0
"The streak continues!!!  No live stream to mainlanders from Spectrum.  They are the only network that does this to FBS/FCS teams.  They can't blame it on PPV, because they aren't the only network that does PPV college games.",0
Schiff is just another sick lefty.,0
"Paul Ryan's crocodile tears on this issue ring false.  As Speaker of the House, he could (and should) have been at work on a legislative solution to this problem long before now, and could make it a priority now (which is notionally what Trump wants).

What Ryan really wanted was for Trump to keep this particular hot potato going on executive power, as this is yet another area where the GOP railed against Obama for years but had no plan for when they actually took the White House.",0
"To me, the U-turn and speed of the ACX Crystal questions whether the collision was intentional.",0
"214.  The United States is a murderous country, or don't you know about Pulse Orlando nightclub in Orlando, Virginia Tech, Sandy Hook Elementary School, Luby's Cafeteria in Killeen, McDonald's restaurant in San Ysidro,University of Texas Tower in Austin, Columbine High School, Fort Hood in Texas.  What about the shooting of black men in the United States? You tell us about Chinese  and Cuban human rights. Better still tell that to Trump and his friends at the NRA.",1
"This white privilege business is nonsense by social justice warriors who never lived through the hard times and want to make a mountain out of a mole hill.

Seriously, look at the people who spout this nonsense - most are white, most come from well to do background, and most are not old enough to remember the hard times of the 50, 60, and 70s.  

Racism existed and does exist.  But it exists in all cultures and all colours of the skin.  There are those who are privileged all right, and those people are those who have money.  And those who have money come in all shades and colors.

So instead of teaching nonsense, redistribution, and shaming people because they are a certain color why not tackle real problems, like religions that teach misogyny for making women cover their faces, or religions that throw gays off of buildings?  But that can't occur because it would be against multiculturalism.  Maybe when gays stopped being killed I will be a little more empathetic to the killers.",1
"Hitler had 6-million unwanted human beings in Germany and elsewhere. His solution was to gas and burn them in ovens. They were Jews.

Trump has 11-million unwanted Hispanics here in America. He wants to round ‘em all up and force them back to Mexico and South America. Same thing.",1
"Change your name and avatar.

""desperate attempt to be politically-correct"" - really? Should we just say ""blacks"" like that paid tool who stands behind Trump at every campaign rally, I mean speech?",1
"""More than one in three U.S. Muslims fear they could be targeted by white supremacist groups following President Donald Trump’s election ...""
 Yes they could be...could be... or may be not . Once again we  face the spectre of the ""white supremacists"" out there waiting to kill, but, looking across the globe at who is killing and/or          persecuting Muslims...it ain't  ""white"" supremacists....",1
Richard's racism is showing again. He thinks that anything that isn't white and male is worthless. He'll be faced with some hard truths on Nov. 9.,1
"Life in prison, no parole for murderers. Keep Alaskans safe. Write a POM to the REPS for free via the LIO.",0
"""You can't seem to read the posts of another and digest them without injecting your intrinsic anti-white animus.""

And YOU, as a member of the Knights of the White Camellia, are going to see ot it that white people remain in the accustomed position at the top of the pyramid, no doubt.
We DO hope you can find it in your heart to love your little brown grand-babies.",1
"C'mon Allie, we know  you love whites. I bet you are mostly white anyway huh? But refer to yourself as Mandan. Just like Obama was real black, but was also half white and was raised by whites, thus he talks like one. But he never referred to himself as mixed race? How come? All the sins of the white man are just to heavy a burden for your weak
psyche to handle. Why did you leave the reservation? Too much alcohol and drug addiction? Were you forced out? Inquiring minds want to know. I bet you adore Elizabeth Warren too, you know she's a Cherokee?",1
"Hmm!! I have a question? Did the american indian tribes send out war parties too other tribes to kill, rape and capture slaves",1
"right wing racial hatred has always divided this nation, it got worse during the '50s / '60s cos of the civil rights movements which improved relations somewhat among the educated but further inflamed the haters and it really pissed them off that they could no longer widely impose their toxic will or lynch with impunity. cue newt gingrich and his non-stop pounding of the wedge...
then ol' black Obama comes along after the disastrous dubya / cheny years and legitimately beats the crap out of the never right... TWICE! while heading a historic economic recovery and the hate mob's throbbing head veins couldn't take the pressure any more.
he irreparably divided this country merely by being black and then kicking righty butts for 8 years, they simply couldn't handle it and typically errant righty rants repeatedly prove it.
the only place to show O as the worst president in world history will be some little second hand trailer home found stuck in a ditch and used as a post-term trump library.",1
Too many attorneys and not enough engineers....Walker is just a little attorney trying to get his name on anything...time is running out. Labs is just what we need...,0
We get it. You don't think a black man should be able to be president.,1
"So the Black Nationalists, the Jewish Nationalists, The Native Nationalists, the Muslim Nationalists, the Feminists Nationalist etc. All those groups that openly play identity politics are ok, just fine but when some white people start to playing the same game they are evil nazi's!",1
"I wonder if mental illness plays a role in this.  Mental illness is already stigmatized in Anglo-Canadian culture, and is even BIGGER for Chinese - especially immigrants who aren't fluent in English. :(",1
"All one has to do to understand BLM is look to Africa where blacks run the continent. What a laugh ,blacks do not understand equality, they do understand violence and something for nothing .",1
Same in S. Ontario.  Why sell if you dont have to and your house/net worth is going up 100 to 200 thousand dollars a year.  I am holding on for a little while longer until the government finally figures out what is causing this(I know for sure the answer here)  and plan according when to exit this stupid crazy market.  Right now at the local YMCA there are more and more Chinese members so I am holding on....once the membership figures slow down I am a seller.....and fast.   Once the general market senses a downturn its going to be violent.  The last person out is going to suffer if they have to sell..it will be a stampede.  And this will be a good thing.,1
"Can you give us examples of these scientists who had their funding cut because they came to a ""different conclusion""?

https://arstechnica.com/science/2016/05/if-climate-scientists-push-the-consensus-its-not-for-the-money/

""This sort of research could support the current consensus view. But it just as easily might not. It's impossible to tell before the work's done. And that's true for pretty much every scientific funding opportunity—you can't dictate the results in advance.

So, even if the granting process were biased (and there's been no indication that it is), there is no way for it to prevent people from obtaining data that poses problems for the current consensus. The granting system is also set up to induce people to publish it, since receiving a grant that doesn't produce scientific papers can make it much less likely for a professor to obtain future funding.""",0
You hit the nail on the head with your concluding sentence.  To me her ignoring the important black leaders in the room is a far more egregious lack of decorum than putting her feet on the sofa.,1
"All it does is prove the point that Trump is in bed with Putin. Where are my Woverines at?! ""Wolverines!""",0
"if I pay the same and someone else drives 10 times as much on the roads, that is a regressive tax on me. You live farther away from town, you have cheaper homes. No reason you are entitled to cheaper/the same transportation.",0
"""Secrecy corrodes democracy...""

Really, if so we should require ID cards when voting and imprint the ballots with the voter's name and address to protect democracy from corrosion.",0
"""super-mighty preemptive strike”?

Whatever,

The only thing ""super-mighty"" here is besides Lil Kim's waistline is the US retaliatory response if the DPRK was stupid enough to attempt a pre-emptive strike....",0
"UAA hockey should be cut, but UAF hockey can return to a simple outdoor rink where the players put down their own ice like they did back in the 60's.  Anchorage is not cold enough to do this.",0
"One should ask ...in which context is the GLOB presenting this article? 

""The Pentagon’s global military design is one of world conquest. The military deployment of US-NATO forces is occurring in several regions of the world simultaneously. 

Central to an understanding of war, is the media campaign which grants it legitimacy in the eyes of public opinion. A good versus evil dichotomy prevails. The perpetrators of war are presented as the victims. Public opinion is misled. Breaking the “big lie”, which upholds war as a humanitarian undertaking, means breaking a criminal project of global destruction, in which the quest for profit is the overriding force. This profit-driven military agenda destroys human values and transforms people into unconscious zombies.""  [Towards a World War III Scenario” by Michel Chossudovsky ]",0
Really - just your opinion.,0
"The (infamous) 1917 Balfour declaration to Baron Rothschild on Palestine (as it was then called) perfectly encapsulates the root of this dispute: a colonial power pledging to European Jews land that belonged to neither.

But this conflict could end today if Washington halted its military, economic and political aid to Israel and if the UN insisted Israel comply with the will of the international community by withdrawing from the '67 territories (West Bank, East Jerusalem, Golan Heights.)",0
"SS Valley Trash
SS Dontyouwishedyouhadsavedthatoilmoneynow
SS What-a-waste 
SS Doh My Bad 
SS Titanic Waste",0
This is what it looks like when white guys try to dance.,1
"The two states, with the longest borders, Texas and AZ both voted for Trump.  In New Mexico, the south part of the State is Republican.  What do you think these  states want?",0
"As always, quite droll...but one wonders if the rest of the posters here recognize the satire...the problem with sarcasm is that it can often be misunderstood...sigh...but I believe most here recognize you are only joking...keep up the funny?  LOL!",0
Nothing will change.  Why is this news ?,0
The normally aspirated  cars are pretty efficient and pollute minimally nowadays.  Thats why many think the need for EVs is mostly in the mind of the car manufacturers who want government handouts.,0
I don't find the intentional killing of police anymore amusing than I find the intentional killing of black youth amusing.  I just happen to know who is most likely to get away with it and who isn't.,1
"(Part two of two)  The global environment is one of those works, is one way of praying this antiphon.  Another way is to trust that God is in charge in the final analysis.  In full context, “Which is easier, to say to the paralytic, `your sins are forgiven,’ or to say, `Rise, pick up your mat and walk’” (Mark 2:9).  Liturgy of the Word, Reading 309, Friday of the First Week in Ordinary Time, Year I.

But if love of country is a virtue and a moral obligation in solidarity, the nationalistic impulse itself has no moral identity.—Bishop Robert McElroy  that is what Karl Marx thought when he said, “Workers of the World unite.”  You have nothing to lose but your chains.”  The problem for the RCC is that the concept of nationalism removes control from the monarch to the people.",0
"Of course not. ""Wiretapping"" is old technology. Nobody wiretaps nowadays. The correct term is ""electronic intercepts"".  So, what about electronic intercepts?",0
Filthy niggers.,1
Good girl! Kindness and empathy are our most valuable attributes. River you are a fine example of both of them.,0
Wow. You really showed how ignorant you are. So the native americans weren't thrown from their homeland right? You really are the chimpanzee the writer was talking about. Yall believe that yall possess all the knowledge of the world in your stupid western education. Yall claim we have no knowledge but who navigated to the islands without compasses? Who were here since 800 a.d. at the latest and somehow the race is still here. Barely here due to the contact of capt cook who brought diseases that we didn't understand how to treat but the main point is.... Yall say we were here since 300-800 a.d. but our knowledge is dumb right? Cause only western knowledge matters right? The comment above is the perfect reason why we want all europeans and Asians out. Hawaiians need to get back to the dirt and grow our infrastructure of OUR nation without any oversight of European and Asian countries.,1
That's right.  No one is saying Trump was involved.  The US just can't have a foreign power electing our political officials.  This is an act every bit as serious as 9/11.  It cannot be ignored.,0
"Trump is showing a little too much here.  He is called a racist, bigot, and much worse by higher profile people than an ESPN host.  Yet, where is the outrage towards them?  Oooohhhh, this just happens to be a black female.  Aaaahhhh... OK.",1
"The law says drivers won't be held accountable if idiots stand in the middle of the roadway and get hit, which is a far cry from legalizing murder, John. Given the new cheap tactic of blocking major roadways in cities across the US as a form of holding businesses and uninvolved citizens hostage, I hope more states pass this law frankly. Protest from the side of the road and let people who have nothing to do with your issues get on with their lives. As for the rest of your comment, good to know your blatant racism excludes hispanics. That's something I guess.",1
"The Rockies are the worst team ever! Holland will never save another game! Bud Black can't manage his pocket lint! The Monforts are stealing your hard earned money! Nobody can hit! Nobody can pitch! Move the team! Sell the team! Boycott the team!  Look, the Rockies are in a rough patch, no doubt. They may or may not make the playoffs. But it's closer to September than July and we're still talking about them which is a vast improvement from past years. Honest objective discussion is great. However, the joyous abandon with which some people spew forth their negative proclamations, is perplexing to me..",1
"Thank God you don't live there anymore. Why you would subject yourself to such horrors... maybe you should take another thoroughfare, if it brings you such anguish.",0
"Please provide legitimate and honest citations where the President EVER said ""only WHITES [and mostly white males] are the only REAL Americans"" - not your spin, not your interpretation...but actual factual reference.",1
"The premise of her argument 'officials are not prepared, AG's wrath' is incorrect, dishonest and misleading and malicious to the auditing profession she clearly dislikes when the 'REAL' problem, incapacity or limitation is within and among government and officials tasked with designing, planning and/or implementing new, innovative and even existing solutions, plans and strategies. A case in point is Cape Town and Water Affairs, for more than a decade, not preparing so Plan B was ready and waiting to be implemented for such a water crisis. And I'm not talking hind-sight - since 2006 the city's population has increased 23% and effects of climate change has long being evident but Berg River was the last  in 2006. The city also waited until the last effective 10% to implement level 4 when AT THE TIME I and others said it ought to have been December or January. The REAL problem is government itself is NOT innovative, w/ the very rare exception. But typical politician, Zille blames others.",0
"""To suggest it's black food is simply racist."" Well I think that's what the fuss is about. As they had previously invited latino students over and served them tacos, they were trying to match the food with skin color. Collard greens and corn bread is what they picked for the black students. At least they didn't pick fried chicken and watermelons. Anyway, what they did isn't racist, just misguided. Likely all of the student groups would have been more comfortable without themed food.",1
"I feel like I'm living in a live re-run of ""Invasion of the Body Snatchers"". Who in positions of authority do you trust? Everyone looks real, but they're phony. Nor do the majority of people actually care. So long as they get their plate of fried chick and samp and beans, they're happy and will keep supporting these aliens until the very end when the state is finally eaten away or stolen.",0
"So your likening social security to PERA, which may be true, but I think the program would be solvent had it not been for Congress' incessant raiding over the years.",0
Listen to you: pot calling the kettle black.,0
"Black SOVCIT kills cops, GOP screams BLM is responsible. Two white SOVCITS kill cops, not a peep from the GOP. Of course, the common element in all these killings seems to be the ready availability of very powerful guns to people who shouldn’t be armed, but it’s far too soon to talk about that.",1
"Thank you, Mr. Cooper.  People of color ARE oppressed, and all the statistics in the US support that statement.  This country was founded in racism, theft, genocide and slavery, every square inch of it.    Emmett Till, a child, wasn't viciously tortured and murdered before The Civil War, it was in my lifetime, a lifetime where the southern states still saw a lynching of some African American person every single week.    Soon after that time, Martin Luther King Jr. led a civil rights movement to end the ongoing post-Civil War economic slavery that continued into the 1960s, as well as the legal segregation that affected and degraded and diminished every part of life for African American people.  He was murdered for doing it, too.

People think that this crap that started the minute that old Christopher Columbus first got here, and continued well into the 1960s, that is for 350 years, just stopped?    The ongoing bigotry toward people of color is well displayed in comments here on ADN.",1
"Cricket_Amos>  NOT to be racist but they was of the color ""white.""  They had ties with the US that had warships in Honolulu Harbor with a bunch of ""semper fi"" guys.  But that's history.",1
"So, it's quite obvious that we should treat people according to their skin colour, in the absence of DNA testing which can confirm ones victimhood status. The other lesson for the children is to be very careful when you interact with black people lest you accidentally offend. It might be safest to just stay away.",1
The only hope for black Americans is Donald Trump.  Hillary doesn't give the north end of a southbound rat about them unless they donate cubic cashola to her Clinton Foundation.,1
"Wages and benefits are always on the table.  Don't believe everything you hear or read from either side of the negotiations.  My best guess, there will be a short strike, it will go to some sort of arbitration, there will be some give on the LCBO side due to the pending changes in the labour law and the provincial gov't will take the credit for the solution.  (loudly.....)",0
"No amnesty for anyone illegally in my Country.  Rewarding illegal behavior only incentivizes additional illegal behavior.  If you want to live here legally, go to the country of which you are currently a citizen and get at the back of the line and apply just like everyone else.",0
"Excuse me for not believing that only one ideology was at fault. Those that use violence to further an agenda, any agenda,  are not innocent.",0
"Nobody is getting banned from free speech on Twitter. Trump is  blocking idiots on the left who have nothing constructive to say within the confines of conversation with Trump's tweets. 

Also, there is no legal case to be had here. The platform, Twitter, is a privately owned platform and is not part of any official government entity, thus nobody is being banned from free speech by government.",0
You're absolutely right. The cynics and their long knives are always willing to slice away until we all end up as bleak and as humdrum as they are.,0
"Oh, you mean the bill that the House struggled to get to pass with Republican only votes and the one that the Senate declared DOA?  That bill?  How about a well thought out and carefully crafted bill?  The reason the Dems took a year is because they understand that you can't write a bill in a weekend and hope it will work.  Hell, they took a year, and it still needs work.",0
Didn't he have a bit to do with screwing the Alaska fishing industry by helping the Seattle fisheries over the Alaska fisheries. I believe that should be checked into.,0
"White boys blaming Blacks (Jews, Catholics, etc.)for their inability to cope in the most minor ways in society. 
Or Blacks blaming whitey for their inability to cope in the most minor ways in society.
Go away. Leave me alone. STFU and look in the mirror for the real problem.  
If any of you less than minimal intellectuals go to a rally of your opposites, what in the hell do you suppose will happen?
If you morons just have to show up at a confrontation, try getting your compatriots to laugh at the opponents. Shame them...works both ways.

As for the hero who murdered with his car?  He was seen doing it by both factions, so why waste time and money on a ""trial""?",1
"and the corruption continues. caldwell, the city council, and hart continue Hawaii's people paying taxes and fees in to the black hole named ""rail"". caldwell, the city council, and hart are spending monies with no accountability because they feel that the budget is unlimited. i do not see the people of Hawaii spending monies on their own projects that way. the rest of the people have to spend with in the budget that they have. but no, caldwell, the city council and hart follow different rules. How come there are no consequences? what a bunch of greedy, lying cowards these politicians are. WHY DON'T YOU TAKE A POLL to see how sick and tired the people are of this way, way, way over budgeted monster called rail is.",1
"I know you'll stop at nothing to defend white supremacy, but the police department said it was related to the white nationalist demonstration. 

I look forward to your next defense of nazis. i know I won't be disappointed.",1
"hey loser, there is no such thing as white merrit over any other, man you lunatics will make up anything to justify more handouts",1
